marathi-text	labels
 तुमच्या तोंडात महाराजाचे नाव चांगले वाटत नाही कारण तुम्ही राज्यविरोधी बोलनाराना लोकाना पांठीबा देता. 	NOT
 हे प्रकाशित… 	NOT
 मनापासून आणि प्रत्येक वेळेस ऐकू वाढणारी एकच प्रार्थना आहे... हे ऐकल्यानंतर वर मनाला शांतता नी समाधान भेटतं... 	NOT
 ज्या भिकू म्हात्रे… 	NOT
 या दिग्गजाने निवडला चेन्नई सुपर किंग्सचा प्लेइंग  ११   पहा धोनी जडेजासह कोणाला मिळाले स्थान 	NOT
 नागपुरात corona ने कहर केला अस्तानी नागपुर शाहरचे खासदार  आमदार  महापोर  मनपा आयुक्त झोपा काडत आहेत आणि त्यांची झोप… 	NOT
 तुम्ही कोणत सिम कार्ड वापरता..? v    jio   airtel or any elase खर खर सांगा लाजू नका ..?  	NOT
 सर्वोच्च न्यायालयाने आरक्षणास स्थगिती दिल्यानंतर इयत्ता 11वीच्या प्रवेश प्रक्रियेबाबत मोठा निर्णय झाला आहे.… 	NOT
 लाभलेल्या पत्नीचे रूपांतर ज्याला प्रेयसीत करता येते ना.....तोच खरा प्रियकर  	NOT
 नवीन माहिती मिळाली लोकांना ही माहिती मिळत नाही कालचे वाळुंज चे उदाहरण ताजे आहे हे वास्तव न स्वीकारल्या… 	NOT
 शुभ प्रभात कनकाचीये कडांनी व्योमांतर कनक जाहले. दवबिंदू माणिक मोती प्रभेचे रंग ल्याले खंड्या काक पारवा सांडीतो मंजूळ र… 	NOT
 विश्वास ठेवा राम राज्य येईल... जनतेच्या मनातला राम बाबासाहेब आंबेडकरांच्या लोकशाही मार्गाने  मतदान  या शास्त्राने… 	NOT
 सिनियर पत्रकार यांना एल्गार  व्यक्त  अव्यक्त   भाग   १ भेट देताना. 	NOT
 म्हण पूर्ण करा —  तेल ही गेले  तूपही गेले          .  किराणा वाणी   हाती ₹२१५ आले  	NOT
 नक्कीच महाराष्ट्र त फक्त 	NOT
 एखादं ट्विट बघितलं की लगेच ते कोट करून किंवा त्याला रिप्लाय करायची इच्छा होते.. थोडं टाईप केल्यानंतर वाटतं.. जाऊदे च्यायला… 	NOT
 दरवर्षी दोन करोड नोकऱ्या देण्याचे आश्वासन देणाऱ्या दळभद्री सरकारला fy2016 पासून आणलेल्या  सर्वच  जॉब स्कीममधून  फक्त आ… 	NOT
 भूकंपाच्या धक्क्यांनंतरही शासन यंत्रणा सुस्त. शासनाने उपाययोजना आखण्यासाठी तज्ज्ञांकडून मार्गदर्शन घेतले असले तरी आज… 	NOT
 महाराष्ट्रात चालते... हिंदी नाही. आणि हो प्रमोशन साठी हिंदी बोलत आसाल तर माफी… 	NOT
 आज ४१ वर्षांपूर्वी सिनेमाच्या इतिहासात सिंहासनच्या निमिताने एक सुवर्ण अध्याय लिहिला गेला होता. १९७९ सालचा  सिंहासन … 	NOT
 उगाच बदनाम केला. इतकंच नाही तर ला आणि 	NOT
 दादा तुज्या सारखा मी एक अंड भक्त आहे आमच्या मुमेंद्र भाऊ ला का बोलत आहात 	NOT
 जी आपल्या मातोश्रीचा वाद संपूर्ण माहीत आहे. जर पण अनाधिकृत आसेल तर तीला पण आपन आ… 	NOT
 सौंदर्याला नेहमीच  अपूर्णतेचा  अभिशाप असतो हे खरंच आहे.... गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत....… 	NOT
 भारत 15 ऑगस्ट 1947 ला स्वतंत्र झाला आणि त्यानंतर तब्बल 2.5 वर्षांनी म्हणजे 26 जानेवारी 1950 साली भारताला राज्यघटना… 	NOT
 कर्जाच्या खाईत ढकलण्याचा मोदी सरकारचा प्रयत्न उद्धव ठाकरे. मुख्यमंत्री उद्धव ठाकरे यांचा मोदी सरकारवर आ… 	NOT
 अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत राहिले नाहीत....… 	NOT
 क्रेडिट कार्ड कर्ज लवकरात लवकर फेडून त्यामधून सुटका करून घेणे आवश्यक आहे. कारण या कर्जासाठी वारेमाप रक्कम आपण व्या… 	NOT
 मराठी लिहावं कि इंग्रजी? आणी हॅशटॅग वापरायचे कि आत्ताच काय ते ठरवा. पुन्हा अस्मिता नाराज… 	NOT
 महाराष्ट्र राज्य सरकारच्या मराठा आरक्षणाला स्थगिती देऊन खंडपीठाकडे पाठवले मग केंद्र सरकारच्या आर्थिक आरक्षणाला खंड… 	NOT
 सुख म्हणजे नक्की का असत... ताप नाही.. खोकला नाही... कणकण नाही.. ९५ च्या पुढे oxygen level आहे.... चव समजते वास समजतो..… 	NOT
 अर्थहीन वादविवादापेक्षा अर्थपूर्ण शांतता नेहमीच श्रेष्ठ असते.. 🤐  	NOT
 मुळात योगींना मुघलांचे म्युझियम बांधायची… 	NOT
 बॉलिवूडला आज एक समजले असेल की ट्विट चे पैसे एखादा पक्ष देईल. पण जर राजकीय विषयावर एकांगी बाजू घेऊन बोललो  कोणाचे तरी उगा… 	NOT
 कोरोना जे शिकतोय  ते ज्याला समजले  तेच भविष्य ठरवतील  सामान्य जन आपले 	NOT
 महाराष्ट्र सरकारने दोन दिवसांच अधिवेशन बोलावल.तारांकित लक्षवेधी प्रश्नतास रद्द.पण तडफडण20 टोळी गप्प ? कारण केंद्र सरकार… 	NOT
 सार्वजनिक उपलब्ध असलेला हा व्हिडीओ. सदर व्यक्तीवर suo moto ने अवैधरित्या… 	NOT
 मुळात जर सरकारला तुमची मारायची असेल तर सरकार कोणताही मार्ग सापडून काढते.. रिया व कंगना… 	NOT
 महाराष्ट्र मराठी भाषिक रा… 	NOT
 आकर्षण अनेकांसाठी असू शकतं पण समर्पण फक्त एकासाठीच असतं.. ❤️❤️ 	NOT
 यांना फासावर गेलेला शेतकरी दिसत नाही  त्याचं उध्वस्त झालेलं घर दिसत नाही  हंबरडा फोडणारी लेकरं आणि जनावरं… 	NOT
 थोडे वेडे व्हा. व्हा थोडे वेडे. अगदीच  नुसतेच  अन् नेहमीच शहाणे राहण्यात काय शहाणपण आहे?   व द घाटे ( पांढरे केस … 	NOT
 कोणत्याही मालमत्तेची विक्री करण्यापूर्वी कॅपिटल गेन आणि त्याचा टॅक्स याची माहिती घ्या आज पासून त्याची काही माहिती शे… 	NOT
 प्ले स्टोअर वरून आजच डाउनलोड करा  	NOT
 मला नेहमी एक प्रश्न पडतो की महाराष्ट्र एवढा पुरोगामी आहे तरी स्थापने पासून एकही झालेली ना… 	NOT
 दोन्ही समानार्थी शब्द पण एक बारीक फरक सांगा पाहू 	NOT
 कविता जगतात पाश म्हणून ओळखले जाणारे अवतार सिंग सिंधू यांची आज जयंती... 	NOT
 कांदा उत्पादक शेतकऱ्यांचे मनोगत.... प्रेत्यकवेळी शेतकऱ्यांच्या मालाला भाव वाढताच निर्यातबंदी करणार्या या दळभद्री शेतक… 	NOT
 एक अनधिकृत बांधकाम काय पाडलं काहींच्या बुडा खालून जाळनिघतोय जेव्हा कर्नाटक मधे महाराजांचा… 	NOT
 मराठी भय्ये  भैय्याणी    महाराष्ट्राची भाषा मराठी आहे.   देवेंद्रभाऊंनी बिहारचा रस्ता पकडलाय हे माहिती आहे.… 	NOT
 देशातील परिस्थिती अशीच आहे   लोकांना असाच आरसा नेहमी लपविण्यासाठी दाखवला जातो आणि लोक सुद्धा त्यावर सहज वि… 	NOT
 फसव्या जॉब ऑफर्सपासून सावधान  लॉकडाऊनच्या काळात  फेक  जॉब ऑफर्सचा अक्षरशः सुळसुळाट झालाय. त्यामुळे तरुणांनी सावध राहणे ग… 	NOT
 तुझं येणं हे जरी अनपेक्षित होत आयुष्यात तरी तुझं जाणं अपेक्षित आहे मनास.... फक्त ते जाणं अनपेक्षित रित्या नसणार हे दे… 	NOT
 उर्मिला मातोंडकर माझा च्या कट्ट्यावर येतेय. मंद सैनिक उर्मिलाच्या कार्यक्रमाचा प्रचार नेमका कोणत्या नात्यांनी करत आ… 	NOT
 ते who न स्तुती केलेलं धारावी मॉडेल कुठ गेल पाटील साहेब? मराठी उत्तर भारतीय चतुर्वेदी ते मराठी पाटील साहेब… 	NOT
 अशी बदनामी खपवून घेऊ नका .. सडेतोड उत्तर दया आणि मानहानी चा… 	NOT
 मी महाराष्ट्रीय आहे आणि मी हिंदी बोलत नाही. माझी मातृभाषा मराठी आहे आणि मला तिचा अभिमान आहे.  (सहमत असाल तर रिट्विट … 	NOT
 बाळाजीपंत  बाजी  नावाचे जितके वीरपुरुष होऊन गेले त्यांच्याबद्दल माहिती वाचत होते त्याचवेळी हे पुत्ररत्न झाल्याने या… 	NOT
 jio ला आव्हान देण्यासाठी airtel देत आहे स्वस्त प्लान मध्ये अनलिमिटेड डेटा आणि कॉलिंग  जाणून घ्या तुमच्यासाठी कोणता प्लान आ… 	NOT
 तिला आदेश आला  ती काहीतरी बरळली आणि विस्कटलेली अर्थव्यवस्था  देवाची करणी वजा 23.9 इ. वरून सर्वांच लक्ष हटवलं   सर्व… 	NOT
 आज   उद्या रक्तदान करण्याचा विचार आहे.. फोटोचा आणि याचं काही कनेक्शन नाही .. फोटो छान दिसतोय असं वाटलं म्हणून टाक… 	NOT
 गोंधळ सदृश्य कारण अदृश्य  अंधारात भविष्य परावलंबीचे  व्हा 	NOT
 हो खूप बदनामी होत आहे महाराष्ट्र राज्याची आणि महाराष्ट्र सरकारची  मी आता बिहार राज्याच्या दौऱ्यावर ती… 	NOT
 कोणावरही सहजासहजी विश्वास ठेवू नका. खूपदा पुदीनाची गड्डी आणि कोथिंबीरची गड्डी सारखीच दिसते. ️ 	NOT
 तुम्हाला कोणी  गिळायला  पहात असेल तर त्याचे पोटं फाडण्याचा तुम्हाला आधिकार आहे.....लढायचं असं कि लोकांनी तुमच्या मर… 	NOT
 लहानपणापासुन ऐकत आलो.. देवा धर्माचा अपमान करु नये. साधुसंतांचा सन्मान करावा. स्त्रीयांचा मान राखावा. खोट बोलू नये. दुसऱ्याच… 	NOT
 ज्या देशात शाळा बंद असताना मंदिरे उघडण्यासाठी आंदोलने होतात  त्या देशाने महासत्ता होण्याचे स्वप्न बिलकुल पाहू नये. 	NOT
 चार गोष्टी कधीही परत येत नाहीत   बोललेला शब्द  वेगवान बाण  निघून गेलेला वेळ आणि दुर्लक्षित संधी..... 	NOT
 ते ठीक आहे साहेब. पण हिंदीत का...??? कांड त महाराष्ट्रात झालं. मराठी जनतेला मराठीत सांगा ना..? की बिहारी जनतेसाठी… 	NOT
 साहेब बापाचा घाम विसरण्या ईतके आम्ही नालायक नाही पन तुमच्या चुकीच्या धोरणांमुळे आम्हाला तेवढ सु… 	NOT
 बजाज ऑटोमध्ये २००८ साली 25 लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते  तेच २०१२ मध्ये गाड्यांचे उत्पादन 43.5 लाखापर्यं… 	NOT
 बंगाली ची अस्मिता मराठी नेते ठाकरे परिवार सोबत दुखवत आहे तसेच करिश्मा भोसले ला 	NOT
 मुकेश अंबानी यांच्या निवेदनानुसार 10 वर्षात रिलायन्स सध्याच्या दुप्पट व्यवसाय करत असेल. शेअर ची किंमत अगदी व्यवसायानुसार… 	NOT
 मुंबई मध्ये मराठी माणसाला बाहेर काढण्याच काम तर अगोदर च या नेत्यांनी केलंय त्यामुळे मुंबई काही मराठी… 	NOT
 भूतकाळाचे कैदी बनू नका भविष्याचे निर्माते बना......... 	NOT
 i डॉक्युमेंट हे सिद्ध करतो कि कंगना रानावनात च्या घरावर झालेली बीएमसी कारवाई ही निव्वळ सूडबुद्धीने करण्या… 	NOT
 प्रा. सरांचा आज  दैनिक सामना  मध्ये प्रसिद्ध झालेला लेख नक्की वाचा.  मुंबई महाराष्ट्राचीच आहे  हे बाबासा… 	NOT
 मत दुसरीकडे देणार पण अपेक्षा राज साहेबां कडुन ठेवणार  आधी आपल्या नेत्यांना विचार गप्प का ??? 	NOT
 कारण त्यांना मराठी मतदारांना पण दुखवायचं नाहीये आणि तिथे बिहार वाल्यांना पण खुश ठेवायचं… 	NOT
 बयेच विमान रद्द झाले का ? 	NOT
 अमीर खान   भारतात सुरक्षित वाटत नाही भाजप   भारत सोडून जा.. . . . कंगणा   मुंबईत सुरक्षित वाटत नाही भाजप   y सुरक्षा 	NOT
  माणसाला जिवाभावाची सखी एकच  तिचं नाव वेदना. सुख  समाधान  आनंद हे सगळे ‘ बर्डस ॲाफ पॅसेज . वेदना मरेपर्यंत सोबत कर… 	NOT
 करूनही जर घरात सुख शांती पैसा राहत नसेल तर... फसवणुकीचा गुन्हा दाखल करता येईल का...????  सहज शंका आली… 	NOT
 परिवार  मित्र सामजिक जीवन खूप काही त्याग करून सर्व सैनिक आपले जीवन देशासाठी समर्पित… 	NOT
 प्रेम करायचं म्हटल्यावर अडचणी कडे पाहायचं नाही. पाण्यासारखं प्रवाही राहायचं अडथळ्यांना घाबरायचं नाही. … 	NOT
 आधी बातमी वाच रे मंद भक्ता  पाहिले तू बातमी कडे लक्ष्य दे 🤣🤣 	NOT
 ncr साठी तुमचे माय  बाप मोदी ने लोकांकडे मुर्खा सारखे पुरावे मागितले त्याचं काय? 	NOT
 तु आलास कुठुन  तुझं अर्धवट शिक्षण काय  तुझी अंधभ… 	NOT
 च्यायला 🤣 	NOT
 जखम तू दिलीस  पण मलम तुझ्या आठवणींनी लावलंय.. तुझ्यापेक्षा त्या आठवणींनीच मला आपलं मानलंय… 	NOT
 दिवसभर tv वर चाललंय  मोबाईल नेटवर्कच्या नावाने बोंब  व्होडाफोन   आयडिया तुमच्या प्रेम प्रकरणात ग्राहकांचे ब्रेक… 	NOT
 कंगना जी च आॅफिस टुटल की नाही याचा साठी bmc ला मीटिंग...... हे आहेत मानस ..... htt… 	NOT
 अत्यंत बोलकं वाक्य    कुठे तरी केलेल्या कर्माची भीती आहे  नाहीतर गंगेवर एवढी गर्दी का असते? पाप विचारात असतं  शरी… 	NOT
 व्होडाफोन आणि आयडिया ची इतकी मोठी जाहिरात टीव्ही वर करून आतापासूनच तुम्ही लोकांना त्रास द्यायला सुरुवात केली आहे.  	NOT
 द रियल स्टार  म्हणत सुप्रिया सुळेंकडून महिला कर्मचाऱ्याचे कौतुक 	NOT
 रिया जेलमध्ये  कंगना चंदीगडला  पण आपला gdp आणि रोजगार कुठपर्यंत पोहोचलाय? 	NOT
 हो तेही आ… 	NOT
 त्यांच्या या तत्वज्ञानानुसार  समजा आपल्या राज्याचे नाव जरी मोगलांनी  फातिमा पूर  वगैरे ठेवले असते तरीसुद्धा ते हेच… 	NOT
 चांगलय त्यांनी च्या नावाखाली लोकांना ट्विटरवर येडं बनवून छुप्या पद्धतीने याचे चित्रपट प्रमोट केले … 	NOT
 आमच्या आवडत्या नेत्यावर कोणी साधी टीका जरी केली तरी आमचं रक्त खवळत  आम्ही चवताळून उठतो. पण आमच्या महापराक्रमी नि… 	NOT
 किती रंगवीशी रंग.. रंग भरले डोयात.. माझ्यासाठी शिरीरंग रंग खेये आभायात...   बहिणाबाई चौधरी 	NOT
 मी ट्विटर वर नवीन आहे... फाॅलो करायला हॅंडल सुचवा... असा ट्विट पाहिल्यानंतर काही ट्विटरकरांची अवस्था..  	NOT
 विमानाची तिकिट मिळाली नाही वाटते ? 	NOT
   स्वतःची दुःखे सांगत अश्रू ढाळण्यापेक्षा..   दुसऱ्याच्या गालावरचे अश्रू पुसल्यास    अपूर्व शांती व समाधान मिळ… 	NOT
 2020 साली भारत महासत्ता होईल अशी आशा त्याच लोकांना आहे जे आज घरी बेरोजगार होऊन मोदींच कौतुक करत बसलेले आहेत. आज यु… 	NOT
 हो मान्य आहे.. म्हणून मनसे गप्प आहे का मुंबई च्या अपमानावर?? 	NOT
 मिस करतोय नाशिक खूप  सुला wines अँड बॅक वॉटर सुद्धा 	NOT
 १९४७ साली जेव्हा भारत स्वतंत्र झाला तेव्हा ५६५ संस्थानांमध्ये विस्तारलेला होता आणि त्या पैकी ५६२ संस्थानांनी भारतात… 	NOT
  आयुष्य गणित नाही. आयुष्य शास्त्र नाही  ती एक कला आहे. म्हणूनचं प्रत्येकाला स्वतःची पायवाट स्वता ला तयार करीत करीत आयुष्य समृ… 	NOT
 महाराष्ट्रात येऊन गुजराती माणसांना मराठीचा  म  नको आहे  त्यांना इकडे येऊन त्यांच्या गुजरातचा गुजरातीचा     हवा आहे. महारा… 	NOT
 वाटा नवीन असल्या की वळणही नवीनच येतील  जुना रस्ता मागे गेल्यावर नवीन भविष्य त्याच वाटा देतील. 	NOT
 स्वप्न थांबली की आयुष्य थांबते विश्वास उडाला की आशा संपते  काळजी घेणे सोडलं की प्रेम संपते म्हणून  स्वप्न पहा  वि… 	NOT
 तुमच आयुष्य कधीही मित्र  कंपनी  जॉब  बॉस बदलल्यामुळे बदलत नाही. ते बदलते फक्त आणि फक्त तुम्ही बदलता तेव्हाच. आयु… 	NOT
 शक्तीशाली बॉम्बस्फोट  उपराष्ट्रपती थोडक्यात बचावले. आज पुन्हा एकदा अफगाणिस्तानच्या शत्रूंनी सालेह… 	NOT
 उसा च्या पोटी काऊस या म्हणीचा प्रयोग करून वाक्य बनवा? 	NOT
 तुम्ही सर्व naughty आहात.  	NOT
 सुशांत बिहारचा  रिया बँगलोरची  कंगना हिमाचल प्रदेशची.. आणि भांडणं महाराष्ट्रात.. आरं कुठं नेऊन ठेवलाय महाराष्ट्र माझा..… 	NOT
 दरवेळी दुसरा काय करतो हे तितकंसं महत्त्वाचं नसतं कारण प्रत्येक माणूस वेगळा अन  प्रत्येकाची सुखाची अन यशाची व्याख्या… 	NOT
 भगवान शंकरांचे स्थान ‘कैलास    जगातील सर्वात रहस्यमयी पर्वत 	NOT
 तुम्ही किती पण जाहिरात करा तरी पण आम्ही idea ला idea आणि vodafone ला vodafone च म्हणार 	NOT
 आयपीएलमध्ये विराट धोनीसारख्या भारतीय दिग्गजांनाच करावा लागणार अडचणींचा सामना  जाणून घ्या कारण… 	NOT
 अट्टाहास असतो नेहमी तुला पाहण्याचा... कारण ठाऊक नाही पुन्हा कधी येईल तो क्षण नजरेतून व्यक्त होण्याचा ...   shailu 	NOT
 पोकोचा सर्वात स्वस्त स्मार्टफोन poco m2 लॉन्च  6 जीबी रॅम आणि 5000एमएएच बॅटरी सह क्वॉड रियर कॅमेरा… 	NOT
 प्रश्न मंद सैनिक विचारतात म्हणून... 	NOT
 फडणवीसांसमोर ऊठा म्हणजे kg चा कच्चा बच्चा आहे. मुख्यमंत्रीपदाचा… 	NOT
 मोठी बातमी  आंतरराष्ट्रीय क्रिकेटमधून निवृत्ती घेतलेला भारतीय खेळाडू करतोय पुनरागमन 	NOT
 खूप धन्यवाद या दखल घेऊन दाद दिल्या बद्दल. यामुळे हा उपक्रम जास्तीत जास्त लोकांपर्यंत पोहच… 	NOT
 तुझा चुलत भाऊ व्याजाने पैसे नेतो याचा अर्थ असा नाही कि या जगात फक्त तुझा चुलत भाऊ एकटाच शेतकरी… 	NOT
 मराठा आरक्षणा साठी झाट उपटला नाही यांनी कसे काय ब… 	NOT
 आवडले का मंडळी नवीन अँथेम?? 	NOT
 प्रेमविवाह  करतो म्हटलं की गुरुजी आणि घरच्यांच्या नजरेत आपल्या पत्रिकेतील ग्रह लगेच प्रतिकूल होतात 	NOT
 आयुष्यात काही गोष्टी लक्षात आल्या की त्रास होतो  त्या वेळेलसोबत कालवश का होत नाही. 	NOT
 सर्वाधिक धावा करणारी सलामीवीर जोडी... 	NOT
 ज्यांना अजूनही ह्या सरकारमुळे फक्त अल्पसंख्यांकांना धोका आहे अस वाटतय त्यांना सास्टांग नमस्कार.  	NOT
 आणि रिया के सर्वं स… 	NOT
 २०१६ साली  माजी सैनिक सोनू महाजन व त्यांच्या पत्नी ला बेदम मारहाण करून  डोक्यात तलवारीने वार करणाऱ्या खासदार उन्मेष पाटील… 	NOT
 २०१६ साली भाजपचे तेव्हाचे आमदार व आताचे खासदार उन्मेष पाटील व इतरांनी माजी सैनिक सोनू महाजन यांच्यावर हल्ला केला हो… 	NOT
 जर तुम्हाला मानसिक शांती हवी असेल तर इतरांशी तुलना करणे आणि त्यांचा द्वेष करणे सोडून द्या.   तथागत भगवान गौतम बु… 	NOT
 रसिक मित्रांनो...नमस्कार   कोरोना पूर्वीच्या काळात अग्रगण्य मराठी वृत्तवाहिनी एबीपी माझा ने मला   माझा कट्टा   वर… 	NOT
 कोरोनाकाळात स्वतःचे अपयश झाकण्यासाठी केंद्रातील भाजप आणि राज्यातील महाभकास आघाडी सुशांत सिंग प्रकरणाचा पुरेपूर वापर करून… 	NOT
 v टलो त्या advertisement ला.. कृपा करुन बंद करा ते.. 🤦🤦 	NOT
 आजचा शंभु दिनविशेष. 	NOT
 सुशांत बिहारचा  रिया बँगलोरची  कंगना हिमाचल प्रदेशची.. आणि भांडणं महाराष्ट्रात.. 🤦‍♂️🤦‍♂️🤦‍♂️ आरं कुठं नेऊन ठे… 	NOT
 तुम्ही तेव्हाच मोठे होऊ शकतात जेव्हा तुम्ही स्वतः मोठे व्हायचं ठरवालं. अन्यथा या जन्मात तुम्हाला मोठं करणं कुणाच्या… 	NOT
 ताई तिच्या इतक्या धैर्याबद्दल  मुंबई वरच्या प्रेमाबद्दल  सुशांतबद्दलच्या निःस्वार्थी तळमळीबद्दल भाजप क… 	NOT
 मुली कधीच मुलांना impress करण्यासाठी नटत नाही  दुसऱ्या मुलींना जळवण्यासाठी नटतात. 	NOT
 ताकदीपेक्षा ताकद माणसाला बनवून जीवनात करण्यासाठी देत असावी. 	NOT
 १०० पूर्ण    follow केल्याबद्दल सर्वांचे मनःपूर्वक आभार  असेच सहकार्य व प्रेम राहुद्यात❤️ 	NOT
 हे बघा रे सेना वाले कुमठेकर... आमच्यासाठी सैन्य अधिकारी देशाचे असतात तेही कुठलाही राज्य  जात धर्म पंथ न मानता पण यां… 	NOT
 जेव्हा स्वतःच्या घरात  भाड्यानं  राहिल्यासारखी feeling मनात येईल... तेव्हा... स्वतःच्या पायावर ऊभ राहण्याची वेळ आ… 	NOT
 बाळा मी तर सहज एक तुझं ज्ञान तपासायला article 31 म्हट… 	NOT
 मनात खूप काही असतं पण  सांगता येत नाही.. कसली भीती असते माहीत नाही.. कधी कधी नात्यातला गुंता सोडवण्यापेक्षा शांत रा… 	NOT
 चिन्हां मधूनी अक्षरे  अक्षरे जुळता शब्द बनती वाक्यांशी ओळख वाढत जाता  माहिती ची द्वारे उघडती.  साक्षर   तेतून मा… 	NOT
 नशीब काही द ळ भद्री लोक भारत   पाकिस्तान बॉर्डर प्रदेशात राहत नाहीत नाहीतर पाकिस्तानला स्वतःचा बाप देश मानत रस्त्या… 	NOT
 सर्वसामान्य भाषिकाला एका बॉलीवूड नटीबद्दल एवढी आपुलकी असण्याचे कारणच काय? तिचे माय मराठीसाठी योगदान   शून्य.... 	NOT
 आपल्या सोबत काय घडावं काय घडू नये आपल्या हातात नसतं. नियती वेळ आली की बरोबर आपलं काम करते. बाकी.... कठीण परिस्थिती… 	NOT
 आशा भोसले गाण्याच्या भेंड्या तुमचं आवडतं गाणं सांगा 	NOT
 ज्यानं हे लिहिलंय अगदी समर्पक आहे  चोर खुप हुशार असतात  जेव्हा ते म्हशी चोरतात तेव्हा सर्वप्रथम ते त्या म्हशीच्या… 	NOT
 संजय राऊत नि शिवी दिली मधून  त्या शिवीचा अर्थ सांगितला मधून  आणि नाव बदनाम करतोय आपल्या 	NOT
 राजा खुश होत होता. तेवढ्यात एक सहा सात वर्षांचा मुलगा तेथे आला आणि म्हणाला   आयला  ह्यो राजा तर नागडाच फिरतोय   ते बोल ऐकून… 	NOT
 जी  कोथरूड  कर्वेनगर भागातील शेकडो लँड लाईन फोन गेले वर्षभर बंद आहेत. ज्येष्ठ नागरिकांची त्यामुळे विशे… 	NOT
 ऑफिस तोडल म्हणून हसणाऱ्या mva च्या कार्यकर्त्यांनो आणि मुबईचा अपमान झाला म्हणून तिला मुंबईत येऊ देणार नाही बो… 	NOT
 बाप नाही रे चंप्या... देशाच्या अर्थव्यवस्थेचा बाप 1991 पासून  गवर्नर  वित्त मंत्री  योजना आ… 	NOT
 मुंबईत एक अनधिकृत बांधकाम पाडलं काहींच्या बुडाला आगलागली. बेळगावात जेव्हा आमच्या छत्रपती शिवाजी महाराजांचा पुतळा… 	NOT
 केंद्राच्या कक्षेतील सर्व यंत्रणा हाताशी धरून माणूस  राज्य व बदनाम करण्याचे  वेठीस धर… 	NOT
 कोरोनाविरोधात लढण्यासाठी सर्व जग एकत्र येईल  अशा अटकळी बांधल्या जात होत्या. मात्र  प्रत्यक्षात असे न घडता  जो तो दे… 	NOT
 मराठी भाषा कधी add करताय तुम्ही 	NOT
 अजूनही हिंदी लादत आहे भाषिकांवर ?आपण फोन केला की कोरोनामुक्तीच्या… 	NOT
 वाटणी  पोरांनी नव्हे तर आईबापानेच करायची असते  आवर्जून वाचण्यासारखी कथा आहे 	NOT
 सुखाच्या एका अपेक्षेने दुःखाचे अनेक वार सहन केले पण सुखाने एक झलक दाखवली आणि दुःखाला बोलावणे पाठवले.... ©… 	NOT
 अनधिकृत कामांवर कारवाई करायला राजकीय टीका करायची वाट का पहावी? पुढे कोणी दुसरा उपरा उठेल आणि बेछूट टीका करत सुटेल.… 	NOT
 .... जो बायकांना पुढे करतो तो जो समोरून वार करतो तो 	NOT
 इतके दिवस तुम्हाला ती रहिवासी जागेचा व्यावसायिक उपयोग करते हे माहीत नव्हतं का ?   वेळ 	NOT
 तर मराठीची मागणी केली तर काय आभाळ कोसळणार नाही तुम्ही कितीही बोंबलत बसा किंवा आम्ही शांत बसणार नाही आम्ही मराठी मरा… 	NOT
 समोर तुला बघुन मी भावना माझ्या व्यक्त करतो  जास्त नाही  पण थोडं तरी 🤦‍♂ प्रेम करतो❤🤪🤪. . . 	NOT
 सुशांत बिहारचा रिया बँगलोर कंगना हिमाचल प्रदेश आणि भांडणं महाराष्ट्रात . . . नेमकी भानगड काय आहे.  	NOT
 २०११ साली  राहुल द्रविडने आपल्या शेवटच्या एकदिवसीय सामन्यात इंग्लंड विरुद्ध ६९ धावांची खेळी केली होती.… 	NOT
 यांची… 	NOT
 मोडतोड करायला ज्ञान लागत नाही परंतु तडजोड करायला मात्र खुप शहाणपण लागते... प्रत्येक वेळी निष्कर्ष बरोबर असतीलच असं… 	NOT
 दोन मोठ्या पदांवर नेमणूक झाल्यामुळे ‘या  दिग्गजावर कडाडून टीका 	NOT
 पुस्तक प्रवाहचे एक हजार फॉलोअर्स झाले. अल्पावधीतच भरभरून मिळालेल्या प्रतिसादामुळे हुरूप आणि दडपण एकाचवेळी वाढले आहे. एका… 	NOT
 live updates | उद्या भारतरत्न डॉ. बाबासाहेब आंबेडकर स्मारक यांच्या पुतळ्याच्या पायाभरणीचा कार्यक्रम इंदू मिल इथे होणार आहे.… 	NOT
 माझ्या खजिन्यातून दोन वर्षा पूर्वी गरुड या पक्ष्याची केलीली पोट्रेट रांगोळी. 	NOT
 तू हे जे प्रश्न विचारले ते कुठल्या आधारावर ? मनाला आलं ते लिहायचं ? पण हिम्मतीला दाद देतो स्वतःचा मूर्खप… 	NOT
 दोन माणसांमध्ये  दो गज की दुरी  असं ज्या पक्षाचा सर्वोच्च नेता सांगतो त्या पक्षातील ही लोक. बाकी सगळे नियम सामान्यांन सा… 	NOT
 अरे तू हेच करत बस तू आयुष्यभर    तुझ्या पोरा बाळांना काय सांगशील ?? की    बाळांनो मी शेवटपर्यंत गुलामी पत्रिकारिताच केली ?… 	NOT
 ए अर्धवट  काय वटवट लावली आहेस उगाच? विदर्भात किती जिल्हे आहेत ते तरी मा… 	NOT
 मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली आम्ही सगळे कलेक्टर होतो.  	NOT
